day_hour,clientip,id,no_get,no_post,no_head
2019-01-31 23,54.36.149.552,1,0,1,0
2019-01-31 23,31.56.96.566,2,0,2,0
2019-01-31 23,54.36.149.571,1,0,1,0
2019-01-31 23,91.99.72.546,1,0,1,0
2019-01-31 23,40.77.167.758,5,0,5,0
2019-01-31 23,66.249.66.851,1,0,1,0
2019-01-31 23,66.249.66.896,1,0,1,0
2019-01-31 23,91.99.72.757,1,0,1,0
2019-01-31 23,91.99.72.762,1,0,1,0
2019-01-31 23,31.56.96.836,2,0,2,0
2019-01-31 23,66.249.66.1069,1,0,1,0
2019-01-31 23,91.99.72.931,1,0,1,0
2019-01-31 23,91.99.72.933,1,0,1,0
2019-01-31 23,31.56.96.989,2,0,2,0
2019-01-25 6,66.249.66.197,1,0,1,0
2019-01-31 23,91.99.72.158,1,0,1,0
2019-01-31 23,54.36.149.190,1,0,1,0
2019-01-31 23,31.56.96.200,2,0,2,0
2019-01-31 23,91.99.72.251,1,0,1,0
2019-01-31 23,91.99.72.302,1,0,1,0
2019-01-31 23,40.77.167.422,5,0,5,0
2019-01-31 23,91.99.72.310,1,0,1,0
2019-01-31 23,40.77.167.629,5,0,5,0
2019-01-31 23,66.249.66.698,1,0,1,0
2019-01-31 23,31.56.96.567,2,0,2,0
2019-01-31 23,54.36.149.585,1,0,1,0
2019-01-31 23,54.36.149.609,1,0,1,0
2019-01-31 23,91.99.72.607,1,0,1,0
2019-01-31 23,31.56.96.644,2,0,2,0
2019-01-31 23,40.77.167.722,5,0,5,0
2019-01-31 23,54.36.149.684,1,0,1,0
2019-01-31 23,54.36.149.704,1,0,1,0
2019-01-31 23,54.36.149.729,1,0,1,0
2019-01-31 23,40.77.167.817,5,0,5,0
2019-01-31 23,91.99.72.787,1,0,1,0
2019-01-31 23,91.99.72.894,1,0,1,0
2019-01-31 23,91.99.72.909,1,0,1,0
2019-01-31 23,66.249.66.1010,1,0,1,0
2019-01-31 23,40.77.167.163,5,0,5,0
2019-01-31 23,66.249.66.241,1,0,1,0
2019-01-31 23,91.99.72.106,1,0,1,0
2019-01-31 23,54.36.149.171,1,0,1,0
2019-01-31 23,31.56.96.233,2,0,2,0
2019-01-31 23,54.36.149.298,1,0,1,0
2019-01-31 23,40.77.167.395,5,0,5,0
2019-01-31 23,40.77.167.442,5,0,5,0
2019-01-31 23,31.56.96.366,2,0,2,0
2019-01-31 23,91.99.72.468,1,0,1,0
2019-01-31 23,31.56.96.544,2,0,2,0
2019-01-31 23,66.249.66.700,1,0,1,0
2019-01-31 23,40.77.167.644,5,0,5,0
2019-01-31 23,54.36.149.570,1,0,1,0
2019-01-31 23,40.77.167.673,5,0,5,0
2019-01-31 23,91.99.72.646,1,0,1,0
2019-01-31 23,40.77.167.843,5,0,5,0
2019-01-31 23,66.249.66.968,1,0,1,0
2019-01-31 23,66.249.66.986,1,0,1,0
2019-01-31 23,40.77.167.937,5,0,5,0
2019-01-31 23,40.77.167.941,5,0,5,0
2019-01-31 23,91.99.72.859,1,0,1,0
2019-01-31 23,54.36.149.898,1,0,1,0
2019-01-31 23,31.56.96.946,2,0,2,0
2019-01-31 23,54.36.149.957,1,0,1,0
2019-01-31 23,31.56.96.154,2,0,2,0
2019-01-31 23,31.56.96.206,2,0,2,0
2019-01-31 23,91.99.72.182,1,0,1,0
2019-01-31 23,91.99.72.210,1,0,1,0
2019-01-31 23,31.56.96.273,2,0,2,0
2019-01-31 23,66.249.66.462,1,0,1,0
2019-01-31 23,31.56.96.320,2,0,2,0
2019-01-31 23,54.36.149.320,1,0,1,0
2019-01-31 23,54.36.149.327,1,0,1,0
2019-01-31 23,66.249.66.521,1,0,1,0
2019-01-31 23,31.56.96.436,2,0,2,0
2019-01-31 23,54.36.149.618,1,0,1,0
2019-01-31 23,66.249.66.827,1,0,1,0
2019-01-31 23,31.56.96.694,2,0,2,0
2019-01-31 23,40.77.167.785,5,0,5,0
2019-01-31 23,40.77.167.827,5,0,5,0
2019-01-31 23,31.56.96.798,2,0,2,0
2019-01-31 23,66.249.66.958,1,0,1,0
2019-01-31 23,40.77.167.912,5,0,5,0
2019-01-31 23,31.56.96.851,2,0,2,0
2019-01-31 23,66.249.66.1039,1,0,1,0
2019-01-31 23,31.56.96.887,2,0,2,0
2019-01-31 23,31.56.96.889,2,0,2,0
2019-01-22 3,89.199.193.251,940,940,0,0
2019-01-31 19,66.249.66.210,1,0,1,0
2019-01-31 21,54.36.149.59,1,0,1,0
2019-01-31 23,40.77.167.335,5,0,5,0
2019-01-31 23,31.56.96.291,2,0,2,0
2019-01-31 23,54.36.149.309,1,0,1,0
2019-01-31 23,31.56.96.333,2,0,2,0
2019-01-31 23,66.249.66.495,1,0,1,0
2019-01-31 23,66.249.66.619,1,0,1,0
2019-01-31 23,66.249.66.666,1,0,1,0
2019-01-31 23,54.36.149.516,1,0,1,0
2019-01-31 23,40.77.167.606,5,0,5,0
2019-01-31 23,66.249.66.705,1,0,1,0
2019-01-31 23,40.77.167.641,5,0,5,0
2019-01-31 23,54.36.149.664,1,0,1,0
2019-01-31 23,40.77.167.779,5,0,5,0
2019-01-31 23,54.36.149.721,1,0,1,0
2019-01-31 23,40.77.167.826,5,0,5,0
2019-01-31 23,54.36.149.766,1,0,1,0
2019-01-31 23,31.56.96.787,2,0,2,0
2019-01-31 23,54.36.149.813,1,0,1,0
2019-01-31 23,40.77.167.939,5,0,5,0
2019-01-31 23,91.99.72.826,1,0,1,0
2019-01-31 23,66.249.66.1121,1,0,1,0
2019-01-31 23,66.249.66.240,1,0,1,0
2019-01-31 23,40.77.167.202,5,0,5,0
2019-01-31 23,31.56.96.187,2,0,2,0
2019-01-31 23,91.99.72.151,1,0,1,0
2019-01-31 23,66.249.66.336,1,0,1,0
2019-01-31 23,91.99.72.218,1,0,1,0
2019-01-31 23,91.99.72.225,1,0,1,0
2019-01-31 23,54.36.149.290,1,0,1,0
2019-01-31 23,91.99.72.352,1,0,1,0
2019-01-31 23,66.249.66.535,1,0,1,0
2019-01-31 23,31.56.96.433,2,0,2,0
2019-01-31 23,31.56.96.446,2,0,2,0
2019-01-31 23,54.36.149.487,1,0,1,0
2019-01-31 23,66.249.66.683,1,0,1,0
2019-01-31 23,66.249.66.776,1,0,1,0
2019-01-31 23,91.99.72.666,1,0,1,0
2019-01-31 23,31.56.96.750,2,0,2,0
2019-01-31 23,91.99.72.737,1,0,1,0
2019-01-31 23,31.56.96.789,2,0,2,0
2019-01-31 23,40.77.167.874,5,0,5,0
2019-01-31 23,91.99.72.771,1,0,1,0
2019-01-31 23,31.56.96.948,2,0,2,0
2019-01-31 23,66.249.66.1118,1,0,1,0
2019-01-31 23,66.249.66.1015,1,0,1,0
2019-01-31 12,91.99.72.24,1,0,1,0
2019-01-31 23,40.77.167.172,5,0,5,0
2019-01-31 23,31.56.96.121,2,0,2,0
2019-01-31 23,54.36.149.118,1,0,1,0
2019-01-31 23,91.99.72.101,1,0,1,0
2019-01-31 23,40.77.167.228,5,0,5,0
2019-01-31 23,31.56.96.181,2,0,2,0
2019-01-31 23,54.36.149.185,1,0,1,0
2019-01-31 23,91.99.72.221,1,0,1,0
2019-01-31 23,54.36.149.335,1,0,1,0
2019-01-31 23,40.77.167.425,5,0,5,0
2019-01-31 23,54.36.149.348,1,0,1,0
2019-01-31 23,66.249.66.563,1,0,1,0
2019-01-31 23,40.77.167.515,5,0,5,0
2019-01-31 23,91.99.72.438,1,0,1,0
2019-01-31 23,66.249.66.678,1,0,1,0
2019-01-31 23,91.99.72.609,1,0,1,0
2019-01-31 23,91.99.72.642,1,0,1,0
2019-01-31 23,66.249.66.829,1,0,1,0
2019-01-31 23,91.99.72.695,1,0,1,0
2019-01-31 23,91.99.72.831,1,0,1,0
2019-01-31 23,66.249.66.1065,1,0,1,0
2019-01-31 12,31.56.96.60,2,0,2,0
2019-01-31 23,40.77.167.159,5,0,5,0
2019-01-31 23,54.36.149.113,1,0,1,0
2019-01-31 23,91.99.72.89,1,0,1,0
2019-01-31 23,66.249.66.276,1,0,1,0
2019-01-31 23,54.36.149.156,1,0,1,0
2019-01-31 23,66.249.66.339,1,0,1,0
2019-01-31 23,40.77.167.288,5,0,5,0
2019-01-31 23,91.99.72.195,1,0,1,0
2019-01-31 23,54.36.149.230,1,0,1,0
2019-01-31 23,54.36.149.315,1,0,1,0
2019-01-31 23,31.56.96.335,2,0,2,0
2019-01-31 23,54.36.149.330,1,0,1,0
2019-01-31 23,40.77.167.434,5,0,5,0
2019-01-31 23,40.77.167.446,5,0,5,0
2019-01-31 23,66.249.66.524,1,0,1,0
2019-01-31 23,54.36.149.453,1,0,1,0
2019-01-31 23,66.249.66.648,1,0,1,0
2019-01-31 23,40.77.167.594,5,0,5,0
2019-01-31 23,54.36.149.568,1,0,1,0
2019-01-31 23,91.99.72.559,1,0,1,0
2019-01-31 23,54.36.149.593,1,0,1,0
2019-01-31 23,66.249.66.798,1,0,1,0
2019-01-31 23,31.56.96.676,2,0,2,0
2019-01-31 23,40.77.167.774,5,0,5,0
2019-01-31 23,91.99.72.691,1,0,1,0
2019-01-31 23,40.77.167.834,5,0,5,0
2019-01-31 23,31.56.96.781,2,0,2,0
2019-01-31 23,91.99.72.806,1,0,1,0
2019-01-31 23,40.77.167.927,5,0,5,0
2019-01-31 23,31.56.96.892,2,0,2,0
2019-01-31 23,66.249.66.226,1,0,1,0
2019-01-31 23,91.99.72.53,1,0,1,0
2019-01-31 23,54.36.149.84,1,0,1,0
2019-01-31 23,31.56.96.128,2,0,2,0
2019-01-31 23,91.99.72.99,1,0,1,0
2019-01-31 23,66.249.66.278,1,0,1,0
2019-01-31 23,54.36.149.172,1,0,1,0
2019-01-31 23,54.36.149.191,1,0,1,0
2019-01-31 23,66.249.66.389,1,0,1,0
2019-01-31 23,40.77.167.392,5,0,5,0
2019-01-31 23,66.249.66.645,1,0,1,0
2019-01-31 23,54.36.149.537,1,0,1,0
2019-01-31 23,91.99.72.524,1,0,1,0
2019-01-31 23,31.56.96.638,2,0,2,0
2019-01-31 23,91.99.72.603,1,0,1,0
2019-01-31 23,91.99.72.614,1,0,1,0
2019-01-31 23,54.36.149.680,1,0,1,0
2019-01-31 23,91.99.72.659,1,0,1,0
2019-01-31 23,40.77.167.851,5,0,5,0
2019-01-31 23,66.249.66.951,1,0,1,0
2019-01-31 23,54.36.149.819,1,0,1,0
2019-01-31 23,91.99.72.808,1,0,1,0
2019-01-31 19,31.56.96.67,2,0,2,0
2019-01-31 23,91.99.72.44,1,0,1,0
2019-01-31 23,66.249.66.225,1,0,1,0
2019-01-31 23,31.56.96.101,2,0,2,0
2019-01-31 23,40.77.167.191,5,0,5,0
2019-01-31 23,66.249.66.283,1,0,1,0
2019-01-31 23,66.249.66.316,1,0,1,0
2019-01-31 23,54.36.149.316,1,0,1,0
2019-01-31 23,31.56.96.359,2,0,2,0
2019-01-31 23,66.249.66.522,1,0,1,0
2019-01-31 23,66.249.66.544,1,0,1,0
2019-01-31 23,66.249.66.575,1,0,1,0
2019-01-31 23,66.249.66.579,1,0,1,0
2019-01-31 23,66.249.66.599,1,0,1,0
2019-01-31 23,40.77.167.536,5,0,5,0
2019-01-31 23,31.56.96.461,2,0,2,0
2019-01-31 23,40.77.167.571,5,0,5,0
2019-01-31 23,91.99.72.470,1,0,1,0
2019-01-31 23,91.99.72.525,1,0,1,0
2019-01-31 23,54.36.149.575,1,0,1,0
2019-01-31 23,66.249.66.788,1,0,1,0
2019-01-31 23,31.56.96.666,2,0,2,0
2019-01-31 23,54.36.149.857,1,0,1,0
2019-01-31 23,91.99.72.837,1,0,1,0
2019-01-31 23,66.249.66.1054,1,0,1,0
2019-01-31 23,31.56.96.922,2,0,2,0
2019-01-31 23,40.77.167.1015,5,0,5,0
2019-01-31 23,54.36.149.76,1,0,1,0
2019-01-31 23,40.77.167.188,5,0,5,0
2019-01-31 23,54.36.149.127,1,0,1,0
2019-01-31 23,40.77.167.230,5,0,5,0
2019-01-31 23,91.99.72.161,1,0,1,0
2019-01-31 23,91.99.72.237,1,0,1,0
2019-01-31 23,31.56.96.286,2,0,2,0
2019-01-31 23,31.56.96.384,2,0,2,0
2019-01-31 23,66.249.66.554,1,0,1,0
2019-01-31 23,54.36.149.464,1,0,1,0
2019-01-31 23,40.77.167.586,5,0,5,0
2019-01-31 23,40.77.167.602,5,0,5,0
2019-01-31 23,40.77.167.658,5,0,5,0
2019-01-31 23,54.36.149.613,1,0,1,0
2019-01-31 23,40.77.167.739,5,0,5,0
2019-01-31 23,91.99.72.731,1,0,1,0
2019-01-31 23,40.77.167.896,5,0,5,0
2019-01-31 23,66.249.66.966,1,0,1,0
2019-01-31 23,40.77.167.905,5,0,5,0
2019-01-31 23,66.249.66.1066,1,0,1,0
2019-01-31 23,40.77.167.1009,5,0,5,0
2019-01-31 23,31.56.96.963,2,0,2,0
2019-01-31 23,91.99.72.935,1,0,1,0
2019-01-23 4,40.77.167.130,5,0,5,0
2019-01-31 23,40.77.167.160,5,0,5,0
2019-01-31 23,66.249.66.257,1,0,1,0
2019-01-31 23,91.99.72.81,1,0,1,0
2019-01-31 23,54.36.149.134,1,0,1,0
2019-01-31 23,31.56.96.216,2,0,2,0
2019-01-31 23,31.56.96.256,2,0,2,0
2019-01-31 23,91.99.72.244,1,0,1,0
2019-01-31 23,54.36.149.325,1,0,1,0
2019-01-31 23,40.77.167.458,5,0,5,0
2019-01-31 23,40.77.167.495,5,0,5,0
2019-01-31 23,54.36.149.641,1,0,1,0
2019-01-31 23,54.36.149.650,1,0,1,0
2019-01-31 23,31.56.96.670,2,0,2,0
2019-01-31 23,66.249.66.1001,1,0,1,0
2019-01-31 23,31.56.96.71,2,0,2,0
2019-01-31 23,91.99.72.141,1,0,1,0
2019-01-31 23,66.249.66.329,1,0,1,0
2019-01-31 23,40.77.167.327,5,0,5,0
2019-01-31 23,91.99.72.306,1,0,1,0
2019-01-31 23,66.249.66.492,1,0,1,0
2019-01-31 23,66.249.66.496,1,0,1,0
2019-01-31 23,91.99.72.355,1,0,1,0
2019-01-31 23,91.99.72.357,1,0,1,0
2019-01-31 23,31.56.96.543,2,0,2,0
2019-01-31 23,40.77.167.657,5,0,5,0
2019-01-31 23,66.249.66.753,1,0,1,0
2019-01-31 23,54.36.149.665,1,0,1,0
2019-01-31 23,31.56.96.729,2,0,2,0
2019-01-31 23,66.249.66.886,1,0,1,0
2019-01-31 23,66.249.66.932,1,0,1,0
2019-01-31 23,31.56.96.837,2,0,2,0
2019-01-31 23,91.99.72.887,1,0,1,0
2019-01-31 23,31.56.96.927,2,0,2,0
2019-01-31 23,40.77.167.1038,5,0,5,0
2019-01-31 23,31.56.96.974,2,0,2,0
2019-01-31 23,54.36.149.965,1,0,1,0
2019-01-31 23,54.36.149.974,1,0,1,0
2019-01-31 23,31.56.96.894,2,0,2,0
2019-01-31 23,66.249.66.231,1,0,1,0
2019-01-31 23,66.249.66.302,1,0,1,0
2019-01-31 23,54.36.149.162,1,0,1,0
2019-01-31 23,66.249.66.325,1,0,1,0
2019-01-31 23,54.36.149.196,1,0,1,0
2019-01-31 23,40.77.167.287,5,0,5,0
2019-01-31 23,31.56.96.367,2,0,2,0
2019-01-31 23,66.249.66.515,1,0,1,0
2019-01-31 23,31.56.96.404,2,0,2,0
2019-01-31 23,40.77.167.491,5,0,5,0
2019-01-31 23,66.249.66.605,1,0,1,0
2019-01-31 23,40.77.167.650,5,0,5,0
2019-01-31 23,54.36.149.572,1,0,1,0
2019-01-31 23,91.99.72.558,1,0,1,0
2019-01-31 23,66.249.66.759,1,0,1,0
2019-01-31 23,31.56.96.660,2,0,2,0
2019-01-31 23,31.56.96.663,2,0,2,0
2019-01-31 23,91.99.72.639,1,0,1,0
2019-01-31 23,31.56.96.679,2,0,2,0
2019-01-31 23,31.56.96.696,2,0,2,0
2019-01-31 23,66.249.66.862,1,0,1,0
2019-01-31 23,91.99.72.761,1,0,1,0
2019-01-31 23,91.99.72.950,1,0,1,0
2019-01-31 23,40.77.167.173,5,0,5,0
2019-01-31 23,91.99.72.82,1,0,1,0
2019-01-31 23,31.56.96.125,2,0,2,0
2019-01-31 23,54.36.149.133,1,0,1,0
2019-01-31 23,54.36.149.202,1,0,1,0
2019-01-31 23,54.36.149.256,1,0,1,0
2019-01-31 23,91.99.72.266,1,0,1,0
2019-01-31 23,66.249.66.481,1,0,1,0
2019-01-31 23,31.56.96.406,2,0,2,0
2019-01-31 23,91.99.72.574,1,0,1,0
2019-01-31 23,54.36.149.689,1,0,1,0
2019-01-31 23,54.36.149.712,1,0,1,0
2019-01-31 23,66.249.66.898,1,0,1,0
2019-01-31 23,54.36.149.749,1,0,1,0
2019-01-31 23,66.249.66.924,1,0,1,0
2019-01-31 23,91.99.72.779,1,0,1,0
2019-01-31 23,31.56.96.827,2,0,2,0
2019-01-31 23,91.99.72.905,1,0,1,0
2019-01-31 23,91.99.72.954,1,0,1,0
2019-01-31 22,91.99.72.34,1,0,1,0
2019-01-31 23,66.249.66.216,1,0,1,0
2019-01-31 23,66.249.66.262,1,0,1,0
2019-01-31 23,31.56.96.282,2,0,2,0
2019-01-31 23,91.99.72.261,1,0,1,0
2019-01-31 23,91.99.72.283,1,0,1,0
2019-01-31 23,91.99.72.323,1,0,1,0
2019-01-31 23,66.249.66.570,1,0,1,0
2019-01-31 23,40.77.167.528,5,0,5,0
2019-01-31 23,54.36.149.452,1,0,1,0
2019-01-31 23,40.77.167.541,5,0,5,0
2019-01-31 23,31.56.96.533,2,0,2,0
2019-01-31 23,66.249.66.704,1,0,1,0
2019-01-31 23,91.99.72.533,1,0,1,0
2019-01-31 23,66.249.66.752,1,0,1,0
2019-01-31 23,31.56.96.648,2,0,2,0
2019-01-31 23,54.36.149.751,1,0,1,0
2019-01-31 23,40.77.167.908,5,0,5,0
2019-01-31 23,31.56.96.902,2,0,2,0
2019-01-31 23,66.249.66.1098,1,0,1,0
2019-01-31 23,91.99.72.953,1,0,1,0
2019-01-22 3,54.36.148.117,940,940,0,0
2019-01-31 23,31.56.96.79,2,0,2,0
2019-01-31 23,54.36.149.94,1,0,1,0
2019-01-31 23,54.36.149.95,1,0,1,0
2019-01-31 23,66.249.66.268,1,0,1,0
2019-01-31 23,31.56.96.171,2,0,2,0
2019-01-31 23,31.56.96.189,2,0,2,0
2019-01-31 23,40.77.167.302,5,0,5,0
2019-01-31 23,31.56.96.271,2,0,2,0
2019-01-31 23,91.99.72.263,1,0,1,0
2019-01-31 23,31.56.96.306,2,0,2,0
2019-01-31 23,91.99.72.270,1,0,1,0
2019-01-31 23,66.249.66.459,1,0,1,0
2019-01-31 23,66.249.66.477,1,0,1,0
2019-01-31 23,66.249.66.490,1,0,1,0
2019-01-31 23,54.36.149.367,1,0,1,0
2019-01-31 23,54.36.149.394,1,0,1,0
2019-01-31 23,31.56.96.503,2,0,2,0
2019-01-31 23,91.99.72.491,1,0,1,0
2019-01-31 23,31.56.96.634,2,0,2,0
2019-01-31 23,66.249.66.809,1,0,1,0
2019-01-31 23,66.249.66.849,1,0,1,0
2019-01-31 23,66.249.66.928,1,0,1,0
2019-01-31 23,66.249.66.940,1,0,1,0
2019-01-31 23,91.99.72.805,1,0,1,0
2019-01-31 23,66.249.66.1040,1,0,1,0
2019-01-31 23,66.249.66.1045,1,0,1,0
2019-01-31 23,66.249.66.1097,1,0,1,0
2019-01-31 23,40.77.167.1034,5,0,5,0
2019-01-31 23,54.36.149.87,1,0,1,0
2019-01-31 23,91.99.72.66,1,0,1,0
2019-01-31 23,66.249.66.248,1,0,1,0
2019-01-31 23,91.99.72.74,1,0,1,0
2019-01-31 23,66.249.66.287,1,0,1,0
2019-01-31 23,91.99.72.149,1,0,1,0
2019-01-31 23,40.77.167.280,5,0,5,0
2019-01-31 23,40.77.167.509,5,0,5,0
2019-01-31 23,66.249.66.625,1,0,1,0
2019-01-31 23,31.56.96.534,2,0,2,0
2019-01-31 23,91.99.72.555,1,0,1,0
2019-01-31 23,54.36.149.587,1,0,1,0
2019-01-31 23,31.56.96.662,2,0,2,0
2019-01-31 23,40.77.167.751,5,0,5,0
2019-01-31 23,91.99.72.676,1,0,1,0
2019-01-31 23,91.99.72.767,1,0,1,0
2019-01-31 23,54.36.149.825,1,0,1,0
2019-01-31 23,66.249.66.979,1,0,1,0
2019-01-31 23,31.56.96.848,2,0,2,0
2019-01-31 23,31.56.96.880,2,0,2,0
2019-01-31 23,31.56.96.88,2,0,2,0
2019-01-31 23,66.249.66.255,1,0,1,0
2019-01-31 23,54.36.149.192,1,0,1,0
2019-01-31 23,66.249.66.358,1,0,1,0
2019-01-31 23,40.77.167.320,5,0,5,0
2019-01-31 23,40.77.167.369,5,0,5,0
2019-01-31 23,40.77.167.440,5,0,5,0
2019-01-31 23,54.36.149.373,1,0,1,0
2019-01-31 23,54.36.149.383,1,0,1,0
2019-01-31 23,31.56.96.402,2,0,2,0
2019-01-31 23,40.77.167.664,5,0,5,0
2019-01-31 23,66.249.66.783,1,0,1,0
2019-01-31 23,31.56.96.645,2,0,2,0
2019-01-31 23,66.249.66.808,1,0,1,0
2019-01-31 23,54.36.149.686,1,0,1,0
2019-01-31 23,66.249.66.867,1,0,1,0
2019-01-31 23,91.99.72.739,1,0,1,0
2019-01-31 23,91.99.72.760,1,0,1,0
2019-01-31 23,66.249.66.963,1,0,1,0
2019-01-31 23,40.77.167.917,5,0,5,0
2019-01-31 23,40.77.167.1016,5,0,5,0
2019-01-31 23,66.249.66.1102,1,0,1,0
2019-01-31 23,91.99.72.946,1,0,1,0
2019-01-31 23,66.249.66.1013,1,0,1,0
2019-01-31 23,54.36.149.163,1,0,1,0
2019-01-31 23,40.77.167.266,5,0,5,0
2019-01-31 23,54.36.149.215,1,0,1,0
2019-01-31 23,91.99.72.234,1,0,1,0
2019-01-31 23,54.36.149.262,1,0,1,0
2019-01-31 23,66.249.66.435,1,0,1,0
2019-01-31 23,40.77.167.380,5,0,5,0
2019-01-31 23,66.249.66.497,1,0,1,0
2019-01-31 23,66.249.66.568,1,0,1,0
2019-01-31 23,54.36.149.444,1,0,1,0
2019-01-31 23,54.36.149.521,1,0,1,0
2019-01-31 23,91.99.72.503,1,0,1,0
2019-01-31 23,91.99.72.547,1,0,1,0
2019-01-31 23,40.77.167.684,5,0,5,0
2019-01-31 23,91.99.72.577,1,0,1,0
2019-01-31 23,54.36.149.607,1,0,1,0
2019-01-31 23,54.36.149.611,1,0,1,0
2019-01-31 23,91.99.72.602,1,0,1,0
2019-01-31 23,66.249.66.855,1,0,1,0
2019-01-31 23,40.77.167.845,5,0,5,0
2019-01-31 23,40.77.167.880,5,0,5,0
2019-01-31 23,54.36.149.935,1,0,1,0
2019-01-31 23,66.249.66.1123,1,0,1,0
2019-01-31 23,54.36.149.979,1,0,1,0
2019-01-31 19,91.99.72.31,1,0,1,0
2019-01-31 23,54.36.149.123,1,0,1,0
2019-01-31 23,54.36.149.128,1,0,1,0
2019-01-31 23,31.56.96.139,2,0,2,0
2019-01-31 23,40.77.167.293,5,0,5,0
2019-01-31 23,54.36.149.234,1,0,1,0
2019-01-31 23,66.249.66.429,1,0,1,0
2019-01-31 23,54.36.149.314,1,0,1,0
2019-01-31 23,40.77.167.451,5,0,5,0
2019-01-31 23,40.77.167.525,5,0,5,0
2019-01-31 23,66.249.66.597,1,0,1,0
2019-01-31 23,54.36.149.445,1,0,1,0
2019-01-31 23,54.36.149.489,1,0,1,0
2019-01-31 23,91.99.72.465,1,0,1,0
2019-01-31 23,40.77.167.600,5,0,5,0
2019-01-31 23,91.99.72.505,1,0,1,0
2019-01-31 23,91.99.72.519,1,0,1,0
2019-01-31 23,66.249.66.729,1,0,1,0
2019-01-31 23,91.99.72.570,1,0,1,0
2019-01-31 23,91.99.72.590,1,0,1,0
2019-01-31 23,31.56.96.659,2,0,2,0
2019-01-31 23,91.99.72.634,1,0,1,0
2019-01-31 23,66.249.66.817,1,0,1,0
2019-01-31 23,40.77.167.798,5,0,5,0
2019-01-31 23,66.249.66.876,1,0,1,0
2019-01-31 23,66.249.66.901,1,0,1,0
2019-01-31 23,40.77.167.852,5,0,5,0
2019-01-31 23,40.77.167.867,5,0,5,0
2019-01-31 23,31.56.96.901,2,0,2,0
2019-01-31 23,54.36.149.928,1,0,1,0
2019-01-31 23,31.56.96.951,2,0,2,0
2019-01-31 23,91.99.72.941,1,0,1,0
2019-01-31 23,66.249.66.259,1,0,1,0
2019-01-31 23,40.77.167.197,5,0,5,0
2019-01-31 23,54.36.149.132,1,0,1,0
2019-01-31 23,31.56.96.203,2,0,2,0
2019-01-31 23,66.249.66.374,1,0,1,0
2019-01-31 23,54.36.149.240,1,0,1,0
2019-01-31 23,31.56.96.279,2,0,2,0
2019-01-31 23,40.77.167.366,5,0,5,0
2019-01-31 23,31.56.96.314,2,0,2,0
2019-01-31 23,54.36.149.326,1,0,1,0
2019-01-31 23,54.36.149.333,1,0,1,0
2019-01-31 23,31.56.96.347,2,0,2,0
2019-01-31 23,54.36.149.349,1,0,1,0
2019-01-31 23,54.36.149.423,1,0,1,0
2019-01-31 23,31.56.96.437,2,0,2,0
2019-01-31 23,40.77.167.543,5,0,5,0
2019-01-31 23,54.36.149.488,1,0,1,0
2019-01-31 23,91.99.72.480,1,0,1,0
2019-01-31 23,31.56.96.549,2,0,2,0
2019-01-31 23,91.99.72.638,1,0,1,0
2019-01-31 23,31.56.96.740,2,0,2,0
2019-01-31 23,91.99.72.773,1,0,1,0
2019-01-31 23,54.36.149.830,1,0,1,0
2019-01-31 23,91.99.72.828,1,0,1,0
2019-01-31 23,40.77.167.1001,5,0,5,0
2019-01-31 23,66.249.66.237,1,0,1,0
2019-01-31 23,31.56.96.149,2,0,2,0
2019-01-31 23,40.77.167.298,5,0,5,0
2019-01-31 23,54.36.149.227,1,0,1,0
2019-01-31 23,31.56.96.261,2,0,2,0
2019-01-31 23,66.249.66.432,1,0,1,0
2019-01-31 23,54.36.149.369,1,0,1,0
2019-01-31 23,91.99.72.344,1,0,1,0
2019-01-31 23,91.99.72.347,1,0,1,0
2019-01-31 23,66.249.66.558,1,0,1,0
2019-01-31 23,91.99.72.398,1,0,1,0
2019-01-31 23,40.77.167.527,5,0,5,0
2019-01-31 23,54.36.149.506,1,0,1,0
2019-01-31 23,54.36.149.532,1,0,1,0
2019-01-31 23,54.36.149.547,1,0,1,0
2019-01-31 23,54.36.149.556,1,0,1,0
2019-01-31 23,91.99.72.560,1,0,1,0
2019-01-31 23,31.56.96.650,2,0,2,0
2019-01-31 23,54.36.149.645,1,0,1,0
2019-01-31 23,31.56.96.672,2,0,2,0
2019-01-31 23,40.77.167.803,5,0,5,0
2019-01-31 23,54.36.149.754,1,0,1,0
2019-01-31 23,54.36.149.787,1,0,1,0
2019-01-31 23,54.36.149.834,1,0,1,0
2019-01-31 23,40.77.167.955,5,0,5,0
2019-01-31 23,54.36.149.882,1,0,1,0
2019-01-31 23,91.99.72.872,1,0,1,0
2019-01-31 23,91.99.72.47,1,0,1,0
2019-01-31 23,31.56.96.162,2,0,2,0
2019-01-31 23,66.249.66.334,1,0,1,0
2019-01-31 23,66.249.66.345,1,0,1,0
2019-01-31 23,91.99.72.193,1,0,1,0
2019-01-31 23,40.77.167.309,5,0,5,0
2019-01-31 23,91.99.72.205,1,0,1,0
2019-01-31 23,31.56.96.334,2,0,2,0
2019-01-31 23,31.56.96.360,2,0,2,0
2019-01-31 23,31.56.96.376,2,0,2,0
2019-01-31 23,91.99.72.353,1,0,1,0
2019-01-31 23,54.36.149.382,1,0,1,0
2019-01-31 23,91.99.72.402,1,0,1,0
2019-01-31 23,91.99.72.429,1,0,1,0
2019-01-31 23,54.36.149.515,1,0,1,0
2019-01-31 23,40.77.167.603,5,0,5,0
