day_hour,clientip,count_Row,Get,Post,Head
2019-01-22 11,91.99.72.201,1,0,1,0
2019-01-22 4,91.99.72.621,1,0,1,0
2019-01-22 11,91.99.72.626,1,1,0,0
2019-01-22 4,91.99.72.654,1,0,1,0
2019-01-22 6,91.99.72.703,1,1,0,0
2019-01-22 10,91.99.72.831,1,1,0,0
2019-01-22 1,2.177.12.696,1,1,0,0
2019-01-22 0,207.46.13.796,1,1,0,0
2019-01-22 3,5.209.200.566,1,1,0,0
2019-01-22 0,5.209.200.599,1,1,0,0
2019-01-22 2,5.78.198.358,1,0,1,0
2019-01-22 2,5.78.198.576,1,1,0,0
2019-01-22 2,54.36.148.343,1,1,0,0
2019-01-22 1,66.249.66.171,2,2,0,0
2019-01-22 5,66.249.66.175,1,1,0,0
2019-01-22 8,66.249.66.276,1,1,0,0
2019-01-22 0,66.249.66.292,2,2,0,0
2019-01-22 2,66.249.66.391,1,0,1,0
2019-01-22 7,66.249.66.543,1,0,1,0
2019-01-22 3,66.249.66.580,1,1,0,0
2019-01-22 0,66.249.66.66,2,2,0,0
2019-01-22 4,91.99.72.121,1,1,0,0
2019-01-22 10,91.99.72.563,1,1,0,0
2019-01-22 0,91.99.72.992,1,0,1,0
2019-01-22 9,2.177.12.39,1,1,0,0
2019-01-22 9,2.177.12.49,1,1,0,0
2019-01-22 8,2.177.12.502,1,1,0,0
2019-01-22 4,2.177.12.556,1,1,0,0
2019-01-22 6,2.177.12.569,1,1,0,0
2019-01-22 3,2.177.12.815,1,1,0,0
2019-01-22 2,2.177.12.82,1,1,0,0
2019-01-22 9,2.177.12.941,1,1,0,0
2019-01-22 1,2.179.141.575,1,0,1,0
2019-01-22 0,204.18.198.150,1,1,0,0
2019-01-20 9,204.18.198.248,1,0,1,0
2019-01-21 4,204.18.198.248,1,0,1,0
2019-01-22 10,204.18.198.451,1,1,0,0
2019-01-22 3,204.18.198.950,1,1,0,0
2019-01-22 10,204.18.198.952,1,1,0,0
2019-01-22 3,207.46.13.231,1,1,0,0
2019-01-22 4,207.46.13.365,1,1,0,0
2019-01-22 11,207.46.13.456,1,1,0,0
2019-01-22 10,207.46.13.548,1,1,0,0
2019-01-22 4,207.46.13.623,1,1,0,0
2019-01-11 3,31.56.96.51,1,1,0,0
2019-01-22 8,31.56.96.575,1,1,0,0
2019-01-22 2,31.56.96.704,1,1,0,0
2019-01-22 3,31.56.96.973,1,1,0,0
2019-01-22 1,40.77.167.143,1,1,0,0
2019-01-22 7,40.77.167.225,1,1,0,0
2019-01-22 1,40.77.167.281,1,1,0,0
2019-01-22 10,40.77.167.500,1,1,0,0
2019-01-22 8,40.77.167.595,1,1,0,0
2019-01-22 11,5.209.200.101,1,1,0,0
2019-01-22 9,5.209.200.451,1,1,0,0
2019-01-22 7,5.209.200.628,1,1,0,0
2019-01-22 10,5.209.200.72,1,1,0,0
2019-01-22 4,5.209.200.859,1,1,0,0
2019-01-22 9,5.211.97.10,1,1,0,0
2019-01-22 1,5.211.97.154,1,1,0,0
2019-01-22 8,5.211.97.186,1,1,0,0
2019-01-22 6,5.211.97.224,1,1,0,0
2019-01-22 8,5.211.97.257,1,1,0,0
2019-01-12 7,5.211.97.39,1,0,1,0
2019-01-22 0,5.211.97.720,1,1,0,0
2019-01-22 11,5.211.97.84,1,1,0,0
2019-01-22 10,5.211.97.994,2,2,0,0
2019-01-20 5,5.62.206.179,1,1,0,0
2019-01-27 3,5.62.206.376,1,1,0,0
2019-01-14 8,5.62.206.576,1,1,0,0
2019-01-20 10,5.62.206.591,1,1,0,0
2019-01-26 4,5.62.206.799,1,1,0,0
2019-01-11 0,5.62.206.899,1,1,0,0
2019-01-22 6,5.78.198.129,1,1,0,0
2019-01-22 4,5.78.198.201,1,0,1,0
2019-01-22 10,5.78.198.300,2,1,1,0
2019-01-22 7,5.78.198.327,1,0,1,0
2019-01-22 8,5.78.198.428,1,1,0,0
2019-01-22 0,5.78.198.447,1,1,0,0
2019-01-22 9,5.78.198.565,1,1,0,0
2019-01-22 5,5.78.198.879,1,1,0,0
2019-01-26 2,54.36.148.101,1,1,0,0
2019-01-22 7,54.36.148.414,1,1,0,0
2019-01-22 2,54.36.148.737,1,1,0,0
2019-01-14 4,54.36.148.746,1,1,0,0
2019-01-28 0,54.36.148.752,1,1,0,0
2019-01-21 8,54.36.148.77,1,1,0,0
2019-01-22 0,54.36.148.794,1,1,0,0
2019-01-13 3,54.36.148.934,1,1,0,0
2019-01-22 7,66.111.54.229,1,1,0,0
2019-01-22 7,66.111.54.299,1,1,0,0
2019-01-22 1,66.111.54.410,1,1,0,0
2019-01-22 11,66.111.54.424,1,1,0,0
2019-01-22 10,66.111.54.436,1,1,0,0
2019-01-22 0,66.111.54.481,1,1,0,0
2019-01-22 10,66.111.54.600,1,1,0,0
2019-01-22 2,66.111.54.666,1,1,0,0
2019-01-22 10,66.111.54.680,1,1,0,0
2019-01-22 1,66.111.54.706,1,1,0,0
2019-01-22 9,66.111.54.797,1,1,0,0
2019-01-22 3,66.111.54.855,1,1,0,0
2019-01-22 6,66.111.54.86,1,1,0,0
2019-01-22 0,66.111.54.944,1,1,0,0
2019-01-10 3,66.249.64.66,1,1,0,0
2019-01-22 9,66.249.66.152,1,1,0,0
2019-01-22 3,66.249.66.214,1,1,0,0
2019-01-22 4,66.249.66.250,1,0,1,0
2019-01-22 10,66.249.66.283,1,1,0,0
2019-01-22 8,66.249.66.284,3,3,0,0
2019-01-22 11,66.249.66.43,3,2,1,0
2019-01-22 11,66.249.66.433,1,1,0,0
2019-01-22 7,66.249.66.494,1,1,0,0
2019-01-22 5,66.249.66.517,1,1,0,0
2019-01-22 6,66.249.66.67,1,1,0,0
2019-01-22 7,66.249.66.682,1,1,0,0
2019-01-22 8,66.249.66.721,1,1,0,0
2019-01-22 11,66.249.66.849,1,1,0,0
2019-01-22 9,91.99.72.210,1,0,1,0
2019-01-22 5,91.99.72.257,1,1,0,0
2019-01-22 4,91.99.72.311,1,0,1,0
2019-01-22 6,91.99.72.447,2,2,0,0
2019-01-22 8,91.99.72.631,1,0,1,0
2019-01-22 5,91.99.72.653,1,1,0,0
2019-01-22 11,91.99.72.730,2,1,1,0
2019-01-22 11,91.99.72.749,1,1,0,0
2019-01-22 3,204.18.198.941,1,1,0,0
2019-01-22 11,5.211.97.339,1,1,0,0
2019-01-22 4,5.211.97.348,1,1,0,0
2019-01-30 9,5.62.206.315,1,1,0,0
2019-01-22 0,66.111.54.382,1,1,0,0
2019-01-22 2,66.111.54.749,1,1,0,0
2019-01-22 1,66.111.54.888,1,1,0,0
2019-01-22 1,66.249.66.160,1,1,0,0
2019-01-22 4,66.249.66.274,1,1,0,0
2019-01-22 2,66.249.66.275,1,1,0,0
2019-01-22 7,66.249.66.283,1,1,0,0
2019-01-22 1,66.249.66.296,1,1,0,0
2019-01-22 6,66.249.66.358,1,1,0,0
2019-01-22 7,66.249.66.45,1,1,0,0
2019-01-22 7,66.249.66.474,1,0,1,0
2019-01-22 5,66.249.66.528,1,1,0,0
2019-01-22 0,66.249.66.536,1,1,0,0
2019-01-22 2,66.249.66.634,2,2,0,0
2019-01-22 0,66.249.66.787,1,1,0,0
2019-01-22 11,91.99.72.330,1,0,1,0
2019-01-22 0,91.99.72.420,1,0,1,0
2019-01-22 8,91.99.72.610,1,1,0,0
2019-01-22 5,91.99.72.817,1,1,0,0
2019-01-22 2,91.99.72.892,2,2,0,0
2019-01-22 2,2.177.12.200,1,1,0,0
2019-01-22 4,2.177.12.386,2,2,0,0
2019-01-22 4,2.177.12.419,1,1,0,0
2019-01-22 2,2.177.12.731,1,1,0,0
2019-01-22 4,2.177.12.8,1,1,0,0
2019-01-22 11,2.177.12.839,1,1,0,0
2019-01-22 3,2.177.12.858,1,1,0,0
2019-01-22 8,2.177.12.971,1,1,0,0
2019-01-22 11,2.179.141.73,1,0,1,0
2019-01-22 0,204.18.198.186,1,1,0,0
2019-01-22 0,204.18.198.193,1,1,0,0
2019-01-18 6,204.18.198.248,1,0,1,0
2019-01-22 7,204.18.198.562,1,1,0,0
2019-01-22 8,207.46.13.110,1,1,0,0
2019-01-22 4,207.46.13.300,1,1,0,0
2019-01-22 9,207.46.13.304,1,1,0,0
2019-01-22 4,207.46.13.33,1,1,0,0
2019-01-22 1,207.46.13.335,1,1,0,0
2019-01-22 10,207.46.13.706,1,1,0,0
2019-01-22 7,31.56.96.347,1,1,0,0
2019-01-22 0,31.56.96.556,1,1,0,0
2019-01-22 5,31.56.96.605,1,1,0,0
2019-01-22 8,31.56.96.743,1,1,0,0
2019-01-22 5,31.56.96.877,1,1,0,0
2019-01-22 2,31.56.96.953,1,1,0,0
2019-01-22 8,40.77.167.463,1,1,0,0
2019-01-22 11,40.77.167.542,1,1,0,0
2019-01-22 0,40.77.167.890,1,1,0,0
2019-01-22 7,40.77.167.932,1,1,0,0
2019-01-22 7,5.209.200.102,1,1,0,0
2019-01-22 6,5.209.200.112,1,1,0,0
2019-01-22 3,5.209.200.464,1,1,0,0
2019-01-22 6,5.209.200.475,1,1,0,0
2019-01-22 1,5.209.200.710,1,1,0,0
2019-01-22 7,5.209.200.760,1,1,0,0
2019-01-22 11,5.209.200.94,1,1,0,0
2019-01-22 1,5.209.200.948,1,1,0,0
2019-01-22 9,5.211.97.271,1,1,0,0
2019-01-22 8,5.211.97.322,1,1,0,0
2019-01-22 9,5.211.97.719,1,1,0,0
2019-01-22 3,5.211.97.817,1,1,0,0
2019-01-22 0,5.211.97.836,1,1,0,0
2019-01-30 0,5.62.206.278,1,1,0,0
2019-01-23 10,5.62.206.576,1,1,0,0
2019-01-25 6,5.62.206.596,1,1,0,0
2019-01-24 8,5.62.206.740,1,1,0,0
2019-01-19 9,5.62.206.812,1,1,0,0
2019-01-26 6,5.62.206.927,1,1,0,0
2019-01-22 7,5.78.198.12,1,1,0,0
2019-01-22 4,5.78.198.136,1,1,0,0
2019-01-22 4,5.78.198.164,1,1,0,0
2019-01-22 11,5.78.198.255,1,1,0,0
2019-01-22 4,5.78.198.323,1,0,1,0
2019-01-22 7,5.78.198.378,1,1,0,0
2019-01-22 0,5.78.198.407,1,1,0,0
2019-01-22 8,5.78.198.498,1,1,0,0
2019-01-22 7,5.78.198.65,1,1,0,0
2019-01-22 2,5.78.198.747,2,1,1,0
2019-01-22 6,5.78.198.83,2,1,1,0
2019-01-22 3,5.78.198.990,1,0,1,0
2019-01-11 9,54.36.148.168,1,1,0,0
2019-01-22 1,54.36.148.279,1,1,0,0
2019-01-22 1,54.36.148.670,1,1,0,0
2019-01-22 5,54.36.148.692,1,1,0,0
2019-01-22 8,54.36.148.854,1,1,0,0
2019-01-22 10,54.36.148.929,1,1,0,0
2019-01-13 10,54.36.148.981,1,1,0,0
2019-01-22 9,66.111.54.218,1,1,0,0
2019-01-22 1,66.111.54.314,1,1,0,0
2019-01-22 7,66.111.54.335,1,1,0,0
2019-01-22 10,66.111.54.4,1,1,0,0
2019-01-22 11,66.111.54.471,1,1,0,0
2019-01-22 8,66.111.54.472,1,1,0,0
2019-01-22 6,66.111.54.522,1,1,0,0
2019-01-22 8,66.111.54.735,1,1,0,0
2019-01-22 0,66.249.66.117,1,0,1,0
2019-01-22 6,66.249.66.154,1,1,0,0
2019-01-22 10,66.249.66.161,1,1,0,0
2019-01-13 11,66.249.66.194,1,0,1,0
2019-01-22 10,66.249.66.410,1,1,0,0
2019-01-22 9,66.249.66.418,1,1,0,0
2019-01-22 8,66.249.66.430,1,1,0,0
2019-01-22 10,66.249.66.476,1,1,0,0
2019-01-22 11,66.249.66.654,1,1,0,0
2019-01-22 10,66.249.66.802,1,1,0,0
2019-01-22 0,66.249.66.810,1,1,0,0
2019-01-22 6,66.249.66.837,2,1,1,0
2019-01-22 9,66.249.66.982,2,1,1,0
2019-01-22 5,91.99.72.220,1,0,1,0
2019-01-22 4,91.99.72.343,1,1,0,0
2019-01-22 3,91.99.72.452,1,1,0,0
2019-01-22 9,91.99.72.518,1,1,0,0
2019-01-22 3,91.99.72.6,1,1,0,0
2019-01-22 1,91.99.72.606,1,1,0,0
2019-01-22 6,91.99.72.631,1,1,0,0
2019-01-22 7,91.99.72.826,1,0,1,0
2019-01-22 0,91.99.72.87,1,1,0,0
2019-01-22 7,204.18.198.106,1,1,0,0
2019-01-22 1,5.209.200.230,1,1,0,0
2019-01-22 0,5.209.200.275,1,1,0,0
2019-01-22 6,66.111.54.223,1,1,0,0
2019-01-22 4,66.111.54.585,1,1,0,0
2019-01-22 2,66.249.66.277,1,1,0,0
2019-01-22 2,66.249.66.326,2,2,0,0
2019-01-22 0,66.249.66.382,1,1,0,0
2019-01-22 2,66.249.66.46,1,1,0,0
2019-01-22 1,66.249.66.477,1,1,0,0
2019-01-22 2,66.249.66.499,1,1,0,0
2019-01-22 0,66.249.66.58,1,0,1,0
2019-01-22 0,66.249.66.597,2,1,1,0
2019-01-22 10,66.249.66.701,1,0,1,0
2019-01-22 7,66.249.66.79,1,1,0,0
2019-01-22 10,66.249.66.994,2,1,1,0
2019-01-22 0,91.99.72.38,1,0,1,0
2019-01-22 1,91.99.72.467,2,1,1,0
2019-01-22 1,91.99.72.58,1,0,1,0
2019-01-22 8,91.99.72.94,1,0,1,0
2019-01-22 0,91.99.72.940,1,1,0,0
2019-01-31 3,2.177.12.140,1,1,0,0
2019-01-22 6,2.177.12.195,1,1,0,0
2019-01-22 10,2.177.12.256,1,1,0,0
2019-01-22 10,2.177.12.681,1,1,0,0
2019-01-22 8,2.177.12.750,1,1,0,0
2019-01-22 4,2.177.12.771,1,1,0,0
2019-01-22 11,2.177.12.937,1,1,0,0
2019-01-22 10,2.177.12.948,1,1,0,0
2019-01-22 7,2.177.12.965,1,1,0,0
2019-01-22 6,2.179.141.168,1,0,1,0
2019-01-11 6,204.18.198.248,1,0,1,0
2019-01-12 2,204.18.198.248,1,0,1,0
2019-01-27 8,204.18.198.248,1,0,1,0
2019-01-22 0,204.18.198.622,1,1,0,0
2019-01-22 6,204.18.198.681,1,1,0,0
2019-01-22 7,204.18.198.72,1,1,0,0
2019-01-22 3,204.18.198.842,1,1,0,0
2019-01-22 0,204.18.198.984,1,1,0,0
2019-01-22 7,207.46.13.292,1,1,0,0
2019-01-22 1,207.46.13.46,1,1,0,0
2019-01-22 7,207.46.13.492,1,1,0,0
2019-01-22 4,207.46.13.636,1,1,0,0
2019-01-22 6,207.46.13.668,1,1,0,0
2019-01-22 10,31.56.96.209,1,1,0,0
2019-01-22 0,31.56.96.286,1,1,0,0
2019-01-20 3,31.56.96.51,1,1,0,0
2019-01-22 7,31.56.96.919,1,1,0,0
2019-01-22 8,31.56.96.971,1,1,0,0
2019-01-22 2,40.77.167.158,1,1,0,0
2019-01-22 2,40.77.167.50,1,1,0,0
2019-01-22 5,40.77.167.536,1,1,0,0
2019-01-22 10,5.209.200.131,1,1,0,0
2019-01-22 3,5.209.200.212,1,1,0,0
2019-01-22 10,5.209.200.465,1,1,0,0
2019-01-22 11,5.209.200.54,1,1,0,0
2019-01-22 3,5.209.200.581,1,1,0,0
2019-01-22 11,5.209.200.804,1,1,0,0
2019-01-22 8,5.209.200.873,1,1,0,0
2019-01-22 10,5.209.200.930,1,1,0,0
2019-01-22 9,5.209.200.968,1,1,0,0
2019-01-22 4,5.211.97.285,1,1,0,0
2019-01-22 5,5.211.97.538,1,1,0,0
2019-01-22 3,5.211.97.684,1,1,0,0
2019-01-22 9,5.211.97.688,1,1,0,0
2019-01-22 3,5.211.97.699,1,1,0,0
2019-01-22 2,5.211.97.836,1,1,0,0
2019-01-22 5,5.211.97.931,1,1,0,0
2019-01-10 2,5.62.206.247,1,1,0,0
2019-01-11 5,5.62.206.713,1,1,0,0
2019-01-21 9,5.62.206.814,1,1,0,0
2019-01-22 10,5.78.198.117,1,0,1,0
2019-01-22 1,5.78.198.207,1,1,0,0
2019-01-22 6,5.78.198.213,1,1,0,0
2019-01-22 0,5.78.198.312,1,1,0,0
2019-01-22 5,5.78.198.341,1,1,0,0
2019-01-22 7,5.78.198.703,1,1,0,0
2019-01-22 6,5.78.198.742,1,1,0,0
2019-01-22 3,5.78.198.794,1,0,1,0
2019-01-22 0,5.78.198.80,1,1,0,0
2019-01-22 5,5.78.198.990,1,0,1,0
2019-01-22 4,54.36.148.127,1,1,0,0
2019-01-22 4,54.36.148.170,1,1,0,0
2019-01-22 2,54.36.148.250,1,1,0,0
2019-01-22 4,54.36.148.350,1,1,0,0
2019-01-17 6,54.36.148.491,1,1,0,0
2019-01-22 5,54.36.148.555,1,1,0,0
2019-01-22 7,54.36.148.695,1,1,0,0
2019-01-22 9,54.36.148.719,1,1,0,0
2019-01-22 8,54.36.148.783,1,1,0,0
2019-01-22 8,54.36.148.863,1,1,0,0
2019-01-11 8,54.36.148.88,1,1,0,0
2019-01-12 3,54.36.148.911,1,1,0,0
2019-01-22 8,54.36.148.929,1,1,0,0
2019-01-22 6,66.111.54.517,1,1,0,0
2019-01-22 11,66.111.54.615,1,1,0,0
2019-01-22 9,66.111.54.689,1,1,0,0
2019-01-22 6,66.111.54.716,1,1,0,0
2019-01-22 9,66.111.54.726,1,1,0,0
2019-01-22 8,66.111.54.788,1,1,0,0
2019-01-22 1,66.111.54.814,1,1,0,0
2019-01-22 8,66.111.54.851,1,1,0,0
2019-01-22 6,66.111.54.904,1,1,0,0
2019-01-22 5,66.111.54.915,1,1,0,0
2019-01-22 10,66.111.54.963,1,1,0,0
2019-01-22 4,66.111.54.998,1,1,0,0
2019-01-22 1,66.249.66.101,1,1,0,0
2019-01-22 6,66.249.66.303,1,1,0,0
2019-01-22 6,66.249.66.362,1,0,1,0
2019-01-22 7,66.249.66.367,1,1,0,0
2019-01-22 5,66.249.66.43,1,1,0,0
2019-01-22 9,66.249.66.503,3,3,0,0
2019-01-22 4,66.249.66.583,1,1,0,0
2019-01-22 9,66.249.66.617,1,1,0,0
2019-01-22 11,66.249.66.843,1,0,1,0
2019-01-22 2,66.249.66.912,1,1,0,0
2019-01-22 6,66.249.66.97,1,1,0,0
2019-01-22 6,91.99.72.310,1,0,1,0
2019-01-22 0,91.99.72.799,1,0,1,0
2019-01-22 2,5.209.200.576,1,1,0,0
2019-01-22 11,5.211.97.317,1,1,0,0
2019-01-16 5,5.62.206.976,1,1,0,0
2019-01-22 1,5.78.198.383,1,1,0,0
2019-01-22 2,5.78.198.459,1,1,0,0
2019-01-22 7,66.111.54.683,1,1,0,0
2019-01-22 4,66.249.66.144,1,1,0,0
2019-01-22 7,66.249.66.183,1,1,0,0
2019-01-22 1,66.249.66.266,1,1,0,0
2019-01-22 6,66.249.66.346,1,1,0,0
2019-01-22 10,66.249.66.453,1,1,0,0
2019-01-22 7,66.249.66.597,1,1,0,0
2019-01-22 7,66.249.66.613,2,1,1,0
2019-01-22 0,66.249.66.621,1,1,0,0
2019-01-22 7,66.249.66.690,2,1,1,0
2019-01-22 4,66.249.66.76,1,1,0,0
2019-01-22 8,66.249.66.820,1,1,0,0
2019-01-22 1,66.249.66.862,1,1,0,0
2019-01-22 2,66.249.66.89,1,0,1,0
2019-01-22 2,66.249.66.981,2,2,0,0
2019-01-22 10,91.99.72.387,1,1,0,0
2019-01-22 4,91.99.72.447,1,0,1,0
2019-01-22 8,91.99.72.47,1,1,0,0
2019-01-22 5,91.99.72.787,1,0,1,0
2019-01-22 6,2.177.12.326,2,2,0,0
2019-01-22 0,2.177.12.638,1,1,0,0
2019-01-22 8,2.177.12.974,1,1,0,0
2019-01-22 7,2.177.12.976,1,1,0,0
2019-01-22 4,2.179.141.111,1,0,1,0
2019-01-22 5,2.179.141.132,1,0,1,0
2019-01-22 2,2.179.141.385,1,0,1,0
2019-01-22 7,2.179.141.41,1,0,1,0
2019-01-22 5,2.179.141.838,1,0,1,0
2019-01-22 4,2.179.141.992,1,0,1,0
2019-01-22 5,204.18.198.165,1,1,0,0
2019-01-11 0,204.18.198.248,1,0,1,0
2019-01-31 3,204.18.198.248,1,0,1,0
2019-01-22 11,204.18.198.337,1,1,0,0
2019-01-22 8,204.18.198.819,1,1,0,0
2019-01-22 1,204.18.198.932,1,1,0,0
2019-01-22 8,204.18.198.948,1,1,0,0
2019-01-22 10,31.56.96.33,1,1,0,0
2019-01-22 0,31.56.96.639,1,1,0,0
2019-01-22 9,31.56.96.685,1,1,0,0
2019-01-22 2,31.56.96.952,1,1,0,0
2019-01-22 6,40.77.167.115,1,1,0,0
2019-01-22 6,40.77.167.180,1,1,0,0
2019-01-22 8,40.77.167.492,1,1,0,0
2019-01-22 0,40.77.167.674,1,1,0,0
2019-01-22 5,40.77.167.784,1,1,0,0
2019-01-22 11,40.77.167.960,1,1,0,0
2019-01-22 2,5.209.200.315,1,1,0,0
2019-01-22 2,5.209.200.806,1,1,0,0
2019-01-22 0,5.211.97.247,1,1,0,0
2019-01-29 0,5.211.97.39,1,0,1,0
2019-01-22 8,5.211.97.465,1,1,0,0
2019-01-22 5,5.211.97.499,1,1,0,0
2019-01-22 8,5.211.97.519,1,1,0,0
2019-01-22 7,5.211.97.562,1,1,0,0
2019-01-22 4,5.211.97.617,1,1,0,0
2019-01-22 6,5.211.97.776,1,1,0,0
2019-01-22 10,5.211.97.850,1,1,0,0
2019-01-22 3,5.211.97.867,1,1,0,0
2019-01-29 8,5.62.206.320,1,1,0,0
2019-01-25 8,5.62.206.327,1,1,0,0
2019-01-22 2,5.62.206.362,1,1,0,0
2019-01-21 4,5.62.206.383,1,1,0,0
2019-01-27 0,5.62.206.44,1,1,0,0
2019-01-21 1,5.62.206.590,1,1,0,0
2019-01-22 1,5.78.198.10,1,1,0,0
2019-01-22 7,5.78.198.416,1,0,1,0
2019-01-22 0,5.78.198.431,1,0,1,0
2019-01-22 1,5.78.198.517,1,1,0,0
2019-01-22 5,5.78.198.632,1,0,1,0
2019-01-22 3,5.78.198.790,1,1,0,0
2019-01-22 5,5.78.198.874,1,0,1,0
2019-01-22 8,5.78.198.904,2,1,1,0
2019-01-22 4,5.78.198.940,1,1,0,0
2019-01-11 1,54.36.148.241,1,1,0,0
2019-01-25 2,54.36.148.430,1,1,0,0
2019-01-11 11,54.36.148.506,1,1,0,0
2019-01-21 10,54.36.148.618,1,1,0,0
2019-01-23 0,54.36.148.680,1,1,0,0
2019-01-12 7,54.36.148.754,1,1,0,0
2019-01-22 8,54.36.148.829,1,1,0,0
2019-01-22 1,54.36.148.901,1,1,0,0
2019-01-22 11,54.36.148.903,1,1,0,0
2019-01-22 0,66.111.54.29,1,1,0,0
2019-01-22 9,66.111.54.476,2,2,0,0
2019-01-22 8,66.111.54.560,1,1,0,0
2019-01-22 11,66.111.54.563,1,1,0,0
2019-01-22 11,66.111.54.718,1,1,0,0
2019-01-22 11,66.111.54.770,1,1,0,0
2019-01-22 5,66.111.54.963,1,1,0,0
2019-01-22 4,66.249.66.110,1,1,0,0
2019-01-22 2,66.249.66.21,1,1,0,0
2019-01-22 0,66.249.66.343,1,0,1,0
2019-01-22 7,66.249.66.349,1,1,0,0
2019-01-22 9,66.249.66.362,2,2,0,0
2019-01-22 10,66.249.66.373,1,1,0,0
2019-01-22 4,66.249.66.414,1,1,0,0
2019-01-22 11,66.249.66.493,1,1,0,0
2019-01-22 3,66.249.66.520,1,1,0,0
2019-01-22 3,66.249.66.545,1,1,0,0
2019-01-22 11,66.249.66.685,1,1,0,0
2019-01-22 6,66.249.66.823,1,1,0,0
2019-01-22 3,66.249.66.880,2,2,0,0
2019-01-22 10,66.249.66.887,2,1,1,0
2019-01-22 9,91.99.72.173,1,1,0,0
2019-01-22 8,91.99.72.390,1,1,0,0
2019-01-22 5,91.99.72.488,1,1,0,0
2019-01-22 8,91.99.72.519,1,1,0,0
2019-01-22 11,91.99.72.604,2,1,1,0
2019-01-22 1,91.99.72.682,1,1,0,0
2019-01-22 11,91.99.72.867,1,1,0,0
2019-01-22 0,2.177.12.154,1,1,0,0
2019-01-22 2,5.211.97.266,1,1,0,0
2019-01-22 10,5.211.97.317,1,1,0,0
2019-01-22 1,5.211.97.373,1,1,0,0
2019-01-22 1,5.211.97.46,1,1,0,0
2019-01-22 1,5.78.198.790,1,0,1,0
2019-01-22 3,5.78.198.887,1,0,1,0
2019-01-22 10,5.78.198.995,1,0,1,0
2019-01-22 2,66.111.54.375,1,1,0,0
2019-01-22 0,66.111.54.916,1,1,0,0
2019-01-22 4,66.111.54.962,1,1,0,0
2019-01-22 1,66.249.66.144,1,1,0,0
2019-01-22 10,66.249.66.199,1,0,1,0
2019-01-22 2,66.249.66.262,1,1,0,0
2019-01-22 7,66.249.66.265,2,2,0,0
2019-01-22 7,66.249.66.440,1,1,0,0
2019-01-22 4,66.249.66.451,1,1,0,0
2019-01-22 4,66.249.66.730,1,1,0,0
2019-01-22 0,66.249.66.792,1,1,0,0
2019-01-22 5,66.249.66.821,2,2,0,0
2019-01-22 4,66.249.66.869,1,1,0,0
2019-01-22 3,66.249.66.882,2,2,0,0
2019-01-22 0,91.99.72.29,1,1,0,0
2019-01-22 10,91.99.72.532,1,1,0,0
2019-01-22 5,2.177.12.116,2,2,0,0
2019-01-22 10,2.177.12.206,1,1,0,0
2019-01-22 5,2.177.12.352,1,1,0,0
2019-01-22 4,2.177.12.425,1,1,0,0
2019-01-22 0,2.177.12.748,1,1,0,0
2019-01-22 1,2.177.12.824,2,2,0,0
2019-01-22 7,2.177.12.842,1,1,0,0
2019-01-22 8,2.179.141.612,1,0,1,0
2019-01-22 0,2.179.141.679,1,0,1,0
2019-01-22 6,2.179.141.948,1,0,1,0
2019-01-22 3,204.18.198.193,1,1,0,0
2019-01-22 3,204.18.198.497,1,1,0,0
2019-01-22 1,204.18.198.571,1,1,0,0
2019-01-22 6,204.18.198.935,1,1,0,0
2019-01-22 5,204.18.198.962,1,1,0,0
2019-01-22 0,204.18.198.995,1,1,0,0
2019-01-22 1,207.46.13.359,1,1,0,0
2019-01-22 7,207.46.13.751,1,1,0,0
2019-01-22 7,207.46.13.818,1,1,0,0
2019-01-22 4,31.56.96.444,1,1,0,0
2019-01-22 3,31.56.96.579,1,1,0,0
2019-01-22 11,31.56.96.957,1,1,0,0
2019-01-22 11,40.77.167.341,1,1,0,0
2019-01-22 3,40.77.167.466,1,1,0,0
2019-01-22 10,40.77.167.513,1,1,0,0
2019-01-22 7,40.77.167.609,1,1,0,0
2019-01-22 5,40.77.167.848,1,1,0,0
2019-01-22 4,5.209.200.105,1,1,0,0
2019-01-22 8,5.209.200.121,1,1,0,0
2019-01-22 9,5.209.200.143,1,1,0,0
2019-01-22 4,5.209.200.246,2,2,0,0
2019-01-22 5,5.209.200.336,1,1,0,0
2019-01-22 8,5.209.200.360,1,1,0,0
2019-01-22 2,5.209.200.719,1,1,0,0
2019-01-22 9,5.209.200.84,1,1,0,0
2019-01-22 6,5.211.97.247,1,1,0,0
2019-01-22 6,5.211.97.295,1,1,0,0
2019-01-22 9,5.211.97.614,1,1,0,0
2019-01-22 4,5.211.97.875,1,1,0,0
2019-01-22 7,5.211.97.896,1,1,0,0
2019-01-22 9,5.211.97.954,2,2,0,0
2019-01-27 9,5.62.206.13,1,1,0,0
2019-01-25 6,5.62.206.311,1,1,0,0
2019-01-22 10,5.62.206.76,1,1,0,0
2019-01-22 8,5.78.198.146,1,1,0,0
2019-01-22 5,5.78.198.163,1,0,1,0
2019-01-22 5,5.78.198.232,1,1,0,0
2019-01-22 11,5.78.198.288,1,1,0,0
2019-01-22 10,5.78.198.347,1,0,1,0
2019-01-22 9,5.78.198.377,1,1,0,0
2019-01-22 11,5.78.198.425,1,0,1,0
2019-01-22 9,5.78.198.499,1,0,1,0
2019-01-22 2,5.78.198.52,4,0,4,0
2019-01-22 10,5.78.198.550,1,0,1,0
2019-01-22 8,5.78.198.560,2,1,1,0
